tweet_id,term,pos,pos_fre,neg_fre,label
81,kasih,n,4,0,1
81,mohon,v,1,0,1
81,maaf,n,0,1,1
81,maya,n,1,1,1
82,mohon,v,1,0,1
82,maaf,n,0,1,1
83,kasih,n,4,0,1
83,mohon,v,1,0,1
83,maaf,n,0,1,1
83,maya,n,1,1,1
84,maya,n,1,1,1
84,mohon,v,1,0,1
84,maaf,n,0,1,1
84,maya,n,1,1,1
85,kasih,n,4,0,1
85,mohon,v,1,0,1
85,maaf,n,0,1,1
86,lambat,adj,0,3,0
87,mohon,v,1,0,1
87,maaf,n,0,1,1
88,maya,n,1,1,1
88,mohon,v,1,0,1
88,maaf,n,0,1,1
88,maya,n,1,1,1
89,mohon,v,1,0,1
89,maaf,n,0,1,1
90,isi,n,1,0,0
90,potong,n,1,1,0
90,potong,n,1,1,0
91,cek,n,2,0,0
92,maya,n,1,1,1
92,cek,n,2,0,1
95,maya,n,1,1,1
96,mohon,v,1,0,1
96,maaf,n,0,1,1
98,mati,v,1,4,1
98,lupa,v,1,1,1
98,isi,n,1,0,1
98,aktif,adj,6,2,1
99,mohon,v,1,0,1
99,maaf,n,0,1,1
99,maya,n,1,1,1
100,baca,v,1,0,0
101,cek,n,2,0,0
102,maya,n,1,1,1
104,maya,n,1,1,1
105,gagal,v,0,11,0
105,mohon,v,1,0,0
105,kasih,n,4,0,0
106,mohon,v,1,0,1
106,maaf,n,0,1,1
106,maya,n,1,1,1
107,kaya,adj,2,2,0
107,isi,n,1,0,0
107,habis,v,2,0,0
108,maya,n,1,1,1
109,maya,n,1,1,1
109,tunggu,v,0,1,1
110,problem,n,0,1,0
111,mohon,v,1,0,1
111,maaf,n,0,1,1
111,maya,n,1,1,1
113,maya,n,1,1,1
113,rasa,n,5,3,1
113,alam,n,1,1,1
114,mohon,v,1,0,1
114,maaf,n,0,1,1
114,maya,n,1,1,1
114,cek,n,2,0,1
115,bagus,adj,12,0,0
115,aneh,adj,6,9,0
116,mohon,v,1,0,1
116,maaf,n,0,1,1
118,baik,adj,12,0,1
121,lambat,adj,0,3,0
121,lambat,adj,0,3,0
123,maya,n,1,1,1
124,mohon,v,1,0,1
124,maaf,n,0,1,1
125,abang,n,3,0,1
125,abang,n,3,0,1
125,ikhlas,adj,3,0,1
126,tolong,v,5,0,0
126,baca,v,1,0,0
127,maya,n,1,1,1
127,balas,v,0,1,1
127,cek,n,2,0,1
129,lengkap,adj,3,0,1
130,baik,adj,12,0,1
131,baik,adj,12,0,1
132,lambat,adj,0,3,0
132,lambat,adj,0,3,0
132,posisi,n,2,1,0
132,wilayah,n,3,1,0
132,pusat,n,2,0,0
133,lambat,adj,0,3,1
133,lengkap,adj,3,0,1
135,kenan,v,0,1,1
135,panggil,v,4,1,1
136,prioritas,n,1,1,1
136,kasih,n,4,0,1
136,mohon,v,1,0,1
136,maaf,n,0,1,1
138,cek,n,2,0,1
139,mohon,v,1,0,1
139,maaf,n,0,1,1
139,prioritas,n,1,1,1
140,maya,n,1,1,1
141,mohon,v,1,0,1
141,maaf,n,0,1,1
141,maya,n,1,1,1
142,mohon,v,1,0,1
142,maaf,n,0,1,1
142,prioritas,n,1,1,1
143,mohon,v,1,0,1
143,maaf,n,0,1,1
143,maya,n,1,1,1
144,mohon,v,1,0,1
144,maaf,n,0,1,1
145,mohon,v,1,0,1
145,maaf,n,0,1,1
146,maya,n,1,1,1
147,mohon,v,1,0,1
147,maaf,n,0,1,1
147,maya,n,1,1,1
148,mohon,v,1,0,1
150,pemberitahuan,n,0,1,0
150,kasih,n,4,0,0
150,kecewa,adj,0,3,0
151,indah,adj,9,1,1
151,lengkap,adj,3,0,1
152,buat,v,1,1,0
153,mohon,v,1,0,1
153,maaf,n,0,1,1
153,maya,n,1,1,1
153,maya,n,1,1,1
154,mohon,v,1,0,1
154,maaf,n,0,1,1
158,lambat,adj,0,3,0
158,ampun,n,0,1,0
159,salah,v,0,2,0
160,sama,v,1,0,0
161,mohon,v,1,0,1
161,maaf,n,0,1,1
161,maya,n,1,1,1
161,tunggu,v,0,1,1
162,mohon,v,1,0,1
162,maaf,n,0,1,1
163,mending,adj,2,0,0
163,maya,n,1,1,0
163,cek,n,2,0,0
163,sakit,adj,0,6,0
163,hati,n,2,2,0
164,mohon,v,1,0,1
164,maaf,n,0,1,1
165,pas,n,1,0,0
165,pas,n,1,0,0
167,maaf,n,0,1,0
167,maya,n,1,1,0
168,langgar,v,0,1,0
168,ketawa,n,0,1,0
169,mas,n,0,1,0
169,tambun,adj,2,0,0
169,bekas,n,0,1,0
170,maaf,n,0,1,0
170,maya,n,1,1,0
171,maya,n,1,1,1
171,tolong,v,5,0,1
171,baca,v,1,0,1
172,tolong,v,5,0,0
172,lihat,v,1,0,0
173,cek,n,2,0,1
175,potong,n,1,1,0
176,mohon,v,1,0,0
176,maaf,n,0,1,0
177,tolong,v,5,0,0
177,cek,n,2,0,0
177,buruk,adj,0,18,0
179,arif,adj,7,0,0
179,arif,adj,7,0,0
179,mohon,v,1,0,0
179,maaf,n,0,1,0
179,maya,n,1,1,0
180,mohon,v,1,0,0
180,maaf,n,0,1,0
181,arif,adj,7,0,0
181,arif,adj,7,0,0
181,mohon,v,1,0,0
181,maaf,n,0,1,0
182,mohon,v,1,0,0
182,maaf,n,0,1,0
184,mohon,v,1,0,0
184,maaf,n,0,1,0
184,maya,n,1,1,0
184,tunggu,v,0,1,0
185,potong,n,1,1,0
186,lambat,adj,0,3,0
186,habis,v,2,0,0
186,lambat,adj,0,3,0
188,mohon,v,1,0,0
188,maaf,n,0,1,0
188,maya,n,1,1,0
189,ubah,v,0,1,0
189,jalan,n,1,1,0
189,lambat,adj,0,3,0
190,aplikasi,n,1,0,0
190,ganggu,v,0,3,0
191,mohon,v,1,0,0
191,maaf,n,0,1,0
192,mohon,v,1,0,0
192,maaf,n,0,1,0
192,maya,n,1,1,0
193,mohon,v,1,0,0
193,maaf,n,0,1,0
194,suka,adj,3,1,0
194,masalah,n,2,7,0
195,ganggu,v,0,3,0
196,prioritas,n,1,1,0
196,hujan,n,0,1,0
196,mampus,v,0,1,0
197,mohon,v,1,0,0
197,maaf,n,0,1,0
197,maya,n,1,1,0
200,mohon,v,1,0,0
200,maaf,n,0,1,0
200,maya,n,1,1,0
202,asyik,adj,4,1,0
204,maya,n,1,1,1
205,tingkat,n,1,1,1
205,imun,adj,0,1,1
205,semangat,n,15,2,1
208,ada,v,5,0,0
208,dasar,n,3,3,0
208,zodiak,n,1,0,0
208,zodiak,n,1,0,0
209,ada,v,5,0,0
209,dasar,n,3,3,0
209,zodiak,n,1,0,0
209,zodiak,n,1,0,0
210,bonus,n,1,0,0
210,hilang,v,0,10,0
210,habis,v,2,0,0
210,aktif,adj,6,2,0
211,sisa,n,0,1,0
211,isi,n,1,0,0
211,sisa,n,0,1,0
213,buka,v,1,2,0
214,kasih,n,4,0,0
214,nama,n,1,0,0
215,ada,v,5,0,0
215,tinggal,v,2,1,0
215,kaya,adj,2,2,0
216,cek,n,2,0,0
216,lambat,adj,0,3,0
217,mohon,v,1,0,0
217,maaf,n,0,1,0
218,maya,n,1,1,0
218,tunggu,v,0,1,0
219,cek,n,2,0,0
220,masalah,n,2,7,0
220,tolong,v,5,0,0
221,rindu,adj,0,1,1
221,selamat,adj,3,2,1
222,kasih,n,4,0,1
222,maya,n,1,1,1
222,sumpah,n,1,2,1
222,tuntas,adj,1,0,1
222,lancar,adj,2,2,1
222,gagal,v,0,11,1
223,tolong,v,5,0,1
223,cek,n,2,0,1
224,mohon,v,1,0,1
224,maaf,n,0,1,1
226,hilang,v,0,10,0
228,maaf,n,0,1,0
228,maya,n,1,1,0
229,maaf,n,0,1,0
229,maya,n,1,1,0
230,hilang,v,0,10,0
230,pas,n,1,0,0
231,maaf,n,0,1,0
231,maya,n,1,1,0
232,tolong,v,5,0,0
232,proses,n,0,1,0
232,tolong,v,5,0,0
233,mohon,v,1,0,0
234,kasih,n,4,0,1
236,cek,n,2,0,0
237,maaf,n,0,1,0
237,maya,n,1,1,0
238,mohon,v,1,0,0
238,maaf,n,0,1,0
240,tarik,v,0,1,0
241,tolong,v,5,0,0
241,cek,n,2,0,0
241,kasih,n,4,0,0
242,mohon,v,1,0,0
242,maaf,n,0,1,0
244,maaf,n,0,1,0
244,maya,n,1,1,0
245,hilang,v,0,10,0
245,hilang,v,0,10,0
246,mohon,v,1,0,1
246,maaf,n,0,1,1
246,maya,n,1,1,1
248,maya,n,1,1,0
248,tunggu,v,0,1,0
249,cek,n,2,0,1
251,rindu,adj,0,1,0
251,jaga,v,4,4,0
252,selamat,adj,3,2,1
252,vaksinasi,n,1,0,1
252,proses,n,0,1,1
255,prioritas,n,1,1,0
256,rindu,adj,0,1,1
256,maaf,n,0,1,1
256,maya,n,1,1,1
257,akrab,adj,4,0,0
257,kasih,n,4,0,0
257,akrab,adj,4,0,0
258,jelek,adj,1,2,0
260,selamat,adj,3,2,1
260,isi,n,1,0,1
261,mohon,v,1,0,0
261,maaf,n,0,1,0
261,maya,n,1,1,0
261,tunggu,v,0,1,0
262,tolong,v,5,0,0
263,mohon,v,1,0,0
263,maaf,n,0,1,0
263,maya,n,1,1,0
264,tolong,v,5,0,0
264,tolong,v,5,0,0
267,mohon,v,1,0,0
267,maaf,n,0,1,0
267,maya,n,1,1,0
269,dewa,n,1,0,1
269,mohon,v,1,0,1
269,maaf,n,0,1,1
269,maya,n,1,1,1
270,pas,n,1,0,0
271,maya,n,1,1,1
271,senang,adj,7,3,1
273,mohon,v,1,0,0
273,maaf,n,0,1,0
273,potong,n,1,1,0
274,potong,n,1,1,0
276,mohon,v,1,0,0
276,maaf,n,0,1,0
276,maya,n,1,1,0
278,jelek,adj,1,2,0
279,abang,n,3,0,0
279,mohon,v,1,0,0
279,maaf,n,0,1,0
279,maya,n,1,1,0
279,balas,v,0,1,0
280,maya,n,1,1,0
280,mohon,v,1,0,0
280,maaf,n,0,1,0
282,cek,n,2,0,0
283,cepat,adj,9,3,0
283,lambat,adj,0,3,0
284,maya,n,1,1,0
284,mohon,v,1,0,0
284,maaf,n,0,1,0
284,maya,n,1,1,0
285,kali,n,1,0,0
285,kali,n,1,0,0
286,mohon,v,1,0,0
286,maaf,n,0,1,0
286,maya,n,1,1,0
287,maya,n,1,1,0
288,abang,n,3,0,0
288,mohon,v,1,0,0
288,maaf,n,0,1,0
288,maya,n,1,1,0
289,cek,n,2,0,0
290,palsu,adj,1,10,0
290,kaya,adj,2,2,0
291,mohon,v,1,0,0
291,maaf,n,0,1,0
292,tolong,v,5,0,1
292,cek,n,2,0,1
292,kasih,n,4,0,1
295,jadi,v,1,1,0
296,maaf,n,0,1,0
296,berat,adj,5,9,0
296,nama,n,1,0,0
297,anak,n,2,1,0
305,mohon,v,1,0,0
305,maaf,n,0,1,0
306,mohon,v,1,0,0
306,maaf,n,0,1,0
306,maya,n,1,1,0
307,kecewa,adj,0,3,0
307,percaya,v,5,1,0
308,mohon,v,1,0,1
308,maaf,n,0,1,1
309,jelas,adj,15,3,0
310,buruk,adj,0,18,0
312,utuh,adj,1,0,0
313,cek,n,2,0,1
313,muncul,v,3,2,1
313,isi,n,1,0,1
313,hasil,n,3,2,1
314,stop,n,1,0,0
315,ada,v,5,0,0
315,maju,v,5,0,0
316,mohon,v,1,0,1
316,maaf,n,0,1,1
316,kenan,v,0,1,1
317,turut,v,1,0,0
319,bulan,n,1,0,0
322,masalah,n,2,7,0
323,prioritas,n,1,1,1
324,mohon,v,1,0,1
324,maaf,n,0,1,1
333,mohon,v,1,0,1
333,maaf,n,0,1,1
333,maya,n,1,1,1
335,cek,n,2,0,0
336,mohon,v,1,0,0
336,cek,n,2,0,0
337,maya,n,1,1,0
337,tunggu,v,0,1,0
338,mohon,v,1,0,1
338,maaf,n,0,1,1
338,maya,n,1,1,1
340,ubah,v,0,1,0
340,bagus,adj,12,0,0
342,mohon,v,1,0,0
342,maaf,n,0,1,0
344,cepat,adj,9,3,0
344,harap,v,1,1,0
344,malam,n,0,1,0
344,beda,n,0,1,0
345,bagus,adj,12,0,1
346,indah,adj,9,1,1
346,selamat,adj,3,2,1
347,kerja,n,3,1,0
348,mohon,v,1,0,1
348,maaf,n,0,1,1
351,pas,n,1,0,0
351,isi,n,1,0,0
351,gagal,v,0,11,0
351,selamat,adj,3,2,0
352,mohon,v,1,0,1
352,maaf,n,0,1,1
352,maya,n,1,1,1
353,enak,adj,10,1,0
354,bersih,adj,14,4,0
354,bersih,adj,14,4,0
354,rebah,v,1,0,0
354,kerja,n,3,1,0
354,sayang,adj,3,1,0
354,anak,n,2,1,0
354,anak,n,2,1,0
355,masuk,v,1,0,0
356,masuk,v,1,0,0
357,maya,n,1,1,1
358,main,v,3,0,0
359,indah,adj,9,1,1
360,cek,n,2,0,0
361,mohon,v,1,0,0
361,maaf,n,0,1,0
362,cek,n,2,0,1
362,asing,adj,2,5,1
363,maya,n,1,1,1
366,mohon,v,1,0,1
366,maaf,n,0,1,1
366,maya,n,1,1,1
367,prioritas,n,1,1,0
367,kerja,n,3,1,0
367,ubah,v,0,1,0
367,bulan,n,1,0,0
367,ubah,v,0,1,0
368,prioritas,n,1,1,0
368,kerja,n,3,1,0
368,ubah,v,0,1,0
368,bulan,n,1,0,0
368,ubah,v,0,1,0
369,mohon,v,1,0,1
369,maaf,n,0,1,1
369,maya,n,1,1,1
370,prioritas,n,1,1,0
370,kerja,n,3,1,0
370,ubah,v,0,1,0
370,bulan,n,1,0,0
370,ubah,v,0,1,0
371,mohon,v,1,0,0
373,mohon,v,1,0,0
373,maaf,n,0,1,0
374,tolong,v,5,0,0
374,cek,n,2,0,0
375,mohon,v,1,0,1
375,maaf,n,0,1,1
377,utama,adj,12,1,0
377,akumulasi,n,0,1,0
377,maksimal,adj,1,0,0
378,beda,n,0,1,0
378,utama,adj,12,1,0
379,beda,n,0,1,0
380,mohon,v,1,0,1
380,maaf,n,0,1,1
381,mohon,v,1,0,1
381,maaf,n,0,1,1
382,aplikasi,n,1,0,1
382,kena,v,0,1,1
384,mohon,v,1,0,1
384,maaf,n,0,1,1
385,liat,adj,1,4,0
385,ubah,v,0,1,0
385,masalah,n,2,7,0
386,maaf,n,0,1,0
386,maya,n,1,1,0
387,maya,n,1,1,1
387,tunggu,v,0,1,1
389,maaf,n,0,1,0
389,maya,n,1,1,0
391,gering,adj,0,1,0
391,hari,n,4,0,0
391,parah,adj,1,4,0
392,harga,n,1,0,0
393,mohon,v,1,0,1
393,maaf,n,0,1,1
394,utama,adj,12,1,0
395,kena,v,0,1,0
395,ada,v,5,0,0
396,baik,adj,12,0,1
396,kasih,n,4,0,1
396,maya,n,1,1,1
397,tunggu,v,0,1,0
398,mohon,v,1,0,1
398,maaf,n,0,1,1
401,mohon,v,1,0,1
401,maaf,n,0,1,1
402,jelek,adj,1,2,0
402,hari,n,4,0,0
403,mohon,v,1,0,1
403,maaf,n,0,1,1
404,maya,n,1,1,0
404,bom,n,0,1,0
405,maya,n,1,1,0
406,mohon,v,1,0,1
406,baca,v,1,0,1
407,maaf,n,0,1,0
407,maya,n,1,1,0
408,prioritas,n,1,1,0
409,maya,n,1,1,1
410,cek,n,2,0,0
412,mohon,v,1,0,0
412,maaf,n,0,1,0
412,penyalahgunaan,n,0,2,0
412,mohon,v,1,0,0
413,maya,n,1,1,1
413,cek,n,2,0,1
414,mohon,v,1,0,1
414,maaf,n,0,1,1
414,maya,n,1,1,1
415,maya,n,1,1,1
416,prioritas,n,1,1,0
417,mohon,v,1,0,1
417,maaf,n,0,1,1
418,kali,n,1,0,0
418,gagal,v,0,11,0
420,maya,n,1,1,0
421,maya,n,1,1,1
422,mohon,v,1,0,1
422,cek,n,2,0,1
423,realisasi,n,2,0,1
424,maya,n,1,1,1
425,harga,n,1,0,0
425,gila,adj,4,9,0
426,mohon,v,1,0,0
426,maaf,n,0,1,0
426,penyalahgunaan,n,0,2,0
426,mohon,v,1,0,0
427,pasti,adj,6,6,0
428,kasih,n,4,0,1
428,mohon,v,1,0,1
428,maaf,n,0,1,1
429,mohon,v,1,0,1
429,maaf,n,0,1,1
430,mohon,v,1,0,1
430,maaf,n,0,1,1
430,maya,n,1,1,1
431,jelek,adj,1,2,0
431,mode,n,1,0,0
431,jelek,adj,1,2,0
433,mohon,v,1,0,1
433,maaf,n,0,1,1
434,jelek,adj,1,2,0
434,mode,n,1,0,0
435,mohon,v,1,0,0
435,maaf,n,0,1,0
435,penyalahgunaan,n,0,2,0
435,mohon,v,1,0,0
436,tolong,v,5,0,0
437,konversi,n,0,1,0
437,cerita,n,0,1,0
437,minimum,n,0,2,0
438,mohon,v,1,0,1
438,maaf,n,0,1,1
439,baik,adj,12,0,1
439,maya,n,1,1,1
439,tunggu,v,0,1,1
440,maaf,n,0,1,0
440,maya,n,1,1,0
441,uji,n,1,0,0
441,sabar,adj,3,0,0
442,cek,n,2,0,0
443,habis,v,2,0,0
443,aktif,adj,6,2,0
444,baik,adj,12,0,0
444,daerah,n,4,2,0
444,stabil,adj,1,3,0
444,kasih,n,4,0,0
445,akrab,adj,4,0,0
445,kasih,n,4,0,0
445,akrab,adj,4,0,0
446,maya,n,1,1,1
448,mohon,v,1,0,1
448,maaf,n,0,1,1
449,prioritas,n,1,1,0
450,akrab,adj,4,0,0
450,kasih,n,4,0,0
450,akrab,adj,4,0,0
451,hilang,v,0,10,0
451,ganggu,v,0,3,0
452,aktif,adj,6,2,1
452,kasih,n,4,0,1
453,pasti,adj,6,6,0
454,mohon,v,1,0,1
454,maaf,n,0,1,1
454,maya,n,1,1,1
455,komentar,n,1,0,1
456,mohon,v,1,0,1
456,maaf,n,0,1,1
456,maya,n,1,1,1
457,ubah,v,0,1,0
457,ubah,v,0,1,0
458,mohon,v,1,0,0
458,maaf,n,0,1,0
459,kasih,n,4,0,1
459,lancar,adj,2,2,1
459,cepat,adj,9,3,1
459,buka,v,1,2,1
459,susah,adj,2,10,1
461,pasti,adj,6,6,0
462,selamat,adj,3,2,0
462,hilang,v,0,10,0
462,isi,n,1,0,0
462,isi,n,1,0,0
463,sakit,adj,0,6,0
463,ki,n,1,0,0
464,maya,n,1,1,1
464,rasa,n,5,3,1
464,alam,n,1,1,1
465,tolong,v,5,0,0
465,cek,n,2,0,0
467,cek,n,2,0,0
468,aplikasi,n,1,0,1
468,sibuk,adj,5,0,1
469,baik,adj,12,0,0
470,mohon,v,1,0,1
470,maaf,n,0,1,1
470,maya,n,1,1,1
471,bulan,n,1,0,0
471,buruk,adj,0,18,0
471,bagus,adj,12,0,0
473,mohon,v,1,0,1
473,maaf,n,0,1,1
473,maya,n,1,1,1
474,jelek,adj,1,2,0
475,aplikasi,n,1,0,0
475,gagal,v,0,11,0
476,mohon,v,1,0,1
476,maaf,n,0,1,1
476,maya,n,1,1,1
477,mogok,v,0,11,0
477,kerja,n,3,1,0
477,brengsek,adj,0,1,0
478,cek,n,2,0,0
479,mohon,v,1,0,1
479,maaf,n,0,1,1
479,maya,n,1,1,1
480,ubah,v,0,1,0
481,cek,n,2,0,0
482,mohon,v,1,0,1
482,maaf,n,0,1,1
484,mohon,v,1,0,1
484,maaf,n,0,1,1
485,mohon,v,1,0,1
485,maaf,n,0,1,1
486,mohon,v,1,0,1
486,maaf,n,0,1,1
487,jelek,adj,1,2,0
489,tingkat,n,1,1,0
490,beda,n,0,1,1
490,beda,n,0,1,1
491,mohon,v,1,0,1
491,maaf,n,0,1,1
492,mohon,v,1,0,1
492,maaf,n,0,1,1
492,maya,n,1,1,1
493,mohon,v,1,0,1
493,maaf,n,0,1,1
495,salah,v,0,2,0
495,mohon,v,1,0,0
498,maya,n,1,1,1
498,rasa,n,5,3,1
498,alam,n,1,1,1
499,maya,n,1,1,1
499,rasa,n,5,3,1
499,alam,n,1,1,1
500,lupa,v,1,1,1
500,maya,n,1,1,1
501,pasti,adj,6,6,0
503,pasti,adj,6,6,0
504,mohon,v,1,0,1
504,maaf,n,0,1,1
505,jelek,adj,1,2,1
505,tolong,v,5,0,1
506,libur,v,1,0,0
506,ubah,v,0,1,0
506,hal,n,1,3,0
507,hilang,v,0,10,0
509,ubah,v,0,1,0
510,mohon,v,1,0,0
510,maaf,n,0,1,0
511,tolong,v,5,0,0
511,cek,n,2,0,0
512,ubah,v,0,1,1
512,pemberitahuan,n,0,1,1
513,mohon,v,1,0,1
513,maaf,n,0,1,1
515,mohon,v,1,0,0
515,maaf,n,0,1,0
515,maya,n,1,1,0
516,mohon,v,1,0,1
516,maaf,n,0,1,1
516,maya,n,1,1,1
517,tolong,v,5,0,0
518,maya,n,1,1,1
519,mohon,v,1,0,1
519,maaf,n,0,1,1
519,maya,n,1,1,1
520,mohon,v,1,0,1
520,maaf,n,0,1,1
521,mohon,v,1,0,0
521,maaf,n,0,1,0
521,penyalahgunaan,n,0,2,0
521,mohon,v,1,0,0
522,cek,n,2,0,0
522,jelek,adj,1,2,0
523,baik,adj,12,0,1
525,prioritas,n,1,1,1
526,maya,n,1,1,1
527,mohon,v,1,0,1
527,maaf,n,0,1,1
527,maya,n,1,1,1
529,main,v,3,0,0
529,kasih,n,4,0,0
530,mohon,v,1,0,0
530,maaf,n,0,1,0
530,maya,n,1,1,0
531,maya,n,1,1,1
532,daerah,n,4,2,0
532,lambat,adj,0,3,0
533,maya,n,1,1,0
534,mohon,v,1,0,1
534,maaf,n,0,1,1
534,maya,n,1,1,1
535,malam,n,0,1,1
535,mohon,v,1,0,1
535,kasih,n,4,0,1
536,masuk,v,1,0,0
536,kamar,n,0,1,0
536,hilang,v,0,10,0
537,mohon,v,1,0,1
537,maaf,n,0,1,1
538,jadi,v,1,1,0
538,kali,n,1,0,0
538,masalah,n,2,7,0
539,baik,adj,12,0,1
540,aneh,adj,6,9,0
540,suka,adj,3,1,0
541,nanti,n,0,1,0
541,segan,adj,0,4,0
542,libur,v,1,0,0
542,ubah,v,0,1,0
542,hal,n,1,3,0
543,mohon,v,1,0,0
543,maaf,n,0,1,0
543,maya,n,1,1,0
544,maya,n,1,1,1
544,kenal,v,3,0,1
545,maya,n,1,1,1
545,mohon,v,1,0,1
545,maaf,n,0,1,1
545,maya,n,1,1,1
546,mohon,v,1,0,0
546,maaf,n,0,1,0
546,maya,n,1,1,0
546,tunggu,v,0,1,0
547,mohon,v,1,0,0
547,maaf,n,0,1,0
547,maya,n,1,1,0
548,maya,n,1,1,1
548,mohon,v,1,0,1
548,maaf,n,0,1,1
548,maya,n,1,1,1
549,mohon,v,1,0,1
549,maaf,n,0,1,1
549,maya,n,1,1,1
550,masalah,n,2,7,0
551,lambat,adj,0,3,0
552,lambat,adj,0,3,0
553,ampun,n,0,1,0
554,untung,n,1,0,1
555,mohon,v,1,0,1
555,maaf,n,0,1,1
556,buka,v,1,2,0
556,susah,adj,2,10,0
556,besok,n,0,1,0
556,stabil,adj,1,3,0
557,sampai,v,2,1,0
557,nyata,adj,22,1,0
558,suka,adj,3,1,0
559,mohon,v,1,0,1
559,maaf,n,0,1,1
563,libur,v,1,0,0
563,ubah,v,0,1,0
563,hal,n,1,3,0
564,maaf,n,0,1,1
