tweet_id,term,pos,pos_fre,neg_fre,label
65,buat,v,1,1,1
65,contoh,n,5,1,1
66,murah,adj,2,4,0
66,harga,n,1,0,0
68,buat,v,1,1,1
68,contoh,n,5,1,1
69,buat,v,1,1,1
69,contoh,n,5,1,1
70,buat,v,1,1,1
70,contoh,n,5,1,1
71,buat,v,1,1,1
71,contoh,n,5,1,1
73,sir,adj,0,1,0
76,buat,v,1,1,1
76,contoh,n,5,1,1
77,utama,adj,12,1,0
78,buat,v,1,1,1
78,contoh,n,5,1,1
79,buat,v,1,1,1
79,contoh,n,5,1,1
80,buat,v,1,1,1
80,contoh,n,5,1,1
81,buat,v,1,1,1
81,contoh,n,5,1,1
82,buat,v,1,1,1
82,contoh,n,5,1,1
83,aman,adj,6,4,0
83,proses,n,0,1,0
85,buat,v,1,1,0
85,contoh,n,5,1,0
86,murah,adj,2,4,0
86,harga,n,1,0,0
89,buat,v,1,1,1
89,contoh,n,5,1,1
90,buat,v,1,1,1
90,contoh,n,5,1,1
91,buat,v,1,1,1
91,contoh,n,5,1,1
92,buat,v,1,1,1
92,contoh,n,5,1,1
94,buat,v,1,1,1
94,contoh,n,5,1,1
95,buat,v,1,1,1
95,contoh,n,5,1,1
96,buat,v,1,1,1
96,contoh,n,5,1,1
97,buat,v,1,1,1
97,contoh,n,5,1,1
98,buat,v,1,1,1
98,contoh,n,5,1,1
99,buat,v,1,1,1
99,contoh,n,5,1,1
100,buat,v,1,1,1
100,contoh,n,5,1,1
101,murah,adj,2,4,1
101,harga,n,1,0,1
102,buat,v,1,1,1
102,contoh,n,5,1,1
103,buat,v,1,1,1
103,contoh,n,5,1,1
105,buat,v,1,1,1
105,contoh,n,5,1,1
108,buat,v,1,1,1
108,contoh,n,5,1,1
110,buat,v,1,1,1
110,contoh,n,5,1,1
111,buat,v,1,1,1
111,contoh,n,5,1,1
112,buat,v,1,1,1
112,contoh,n,5,1,1
113,buat,v,1,1,1
113,contoh,n,5,1,1
114,buat,v,1,1,1
114,contoh,n,5,1,1
116,buat,v,1,1,1
116,contoh,n,5,1,1
118,buat,v,1,1,1
118,contoh,n,5,1,1
119,buat,v,1,1,1
119,contoh,n,5,1,1
121,perintah,n,4,1,1
123,buat,v,1,1,1
123,contoh,n,5,1,1
125,buat,v,1,1,1
125,contoh,n,5,1,1
126,buat,v,1,1,1
126,contoh,n,5,1,1
127,buat,v,1,1,1
127,contoh,n,5,1,1
128,buat,v,1,1,1
128,contoh,n,5,1,1
130,bukti,n,4,0,0
131,buat,v,1,1,1
131,contoh,n,5,1,1
132,buat,v,1,1,1
132,contoh,n,5,1,1
133,buat,v,1,1,1
133,contoh,n,5,1,1
134,buat,v,1,1,1
134,contoh,n,5,1,1
135,buat,v,1,1,1
135,contoh,n,5,1,1
137,buat,v,1,1,1
137,contoh,n,5,1,1
138,buat,v,1,1,1
138,contoh,n,5,1,1
139,buat,v,1,1,1
139,contoh,n,5,1,1
140,buat,v,1,1,1
140,contoh,n,5,1,1
141,buat,v,1,1,1
141,contoh,n,5,1,1
142,buat,v,1,1,1
142,contoh,n,5,1,1
143,buat,v,1,1,1
143,contoh,n,5,1,1
144,buat,v,1,1,1
144,contoh,n,5,1,1
146,buat,v,1,1,1
146,contoh,n,5,1,1
147,buat,v,1,1,1
147,contoh,n,5,1,1
149,buat,v,1,1,1
149,contoh,n,5,1,1
150,buat,v,1,1,1
150,contoh,n,5,1,1
151,buat,v,1,1,1
151,contoh,n,5,1,1
153,buat,v,1,1,1
153,contoh,n,5,1,1
155,buat,v,1,1,1
155,contoh,n,5,1,1
157,buat,v,1,1,1
157,contoh,n,5,1,1
158,buat,v,1,1,1
158,contoh,n,5,1,1
159,buat,v,1,1,1
159,contoh,n,5,1,1
160,buat,v,1,1,1
160,contoh,n,5,1,1
161,buat,v,1,1,1
161,contoh,n,5,1,1
162,buat,v,1,1,1
162,contoh,n,5,1,1
164,buat,v,1,1,1
164,contoh,n,5,1,1
167,buat,v,1,1,1
167,contoh,n,5,1,1
168,buat,v,1,1,1
168,contoh,n,5,1,1
169,murah,adj,2,4,0
169,harga,n,1,0,0
170,buat,v,1,1,1
170,contoh,n,5,1,1
171,buat,v,1,1,1
171,contoh,n,5,1,1
173,buat,v,1,1,1
173,contoh,n,5,1,1
174,buat,v,1,1,1
174,contoh,n,5,1,1
175,buat,v,1,1,1
175,contoh,n,5,1,1
177,bad,n,0,1,0
178,buat,v,1,1,1
178,contoh,n,5,1,1
179,buat,v,1,1,1
179,contoh,n,5,1,1
180,buat,v,1,1,1
180,contoh,n,5,1,1
181,buat,v,1,1,1
181,contoh,n,5,1,1
185,buat,v,1,1,1
185,contoh,n,5,1,1
186,buat,v,1,1,1
186,contoh,n,5,1,1
187,buat,v,1,1,1
187,contoh,n,5,1,1
188,buat,v,1,1,1
188,contoh,n,5,1,1
189,buat,v,1,1,1
189,contoh,n,5,1,1
190,buat,v,1,1,1
190,contoh,n,5,1,1
191,buat,v,1,1,1
191,contoh,n,5,1,1
192,buat,v,1,1,1
192,contoh,n,5,1,1
194,sukses,adj,1,0,0
194,pasang,n,1,0,0
194,alam,n,1,1,0
195,bukti,n,4,0,0
196,buat,v,1,1,1
196,contoh,n,5,1,1
197,buat,v,1,1,1
197,contoh,n,5,1,1
198,buat,v,1,1,1
198,contoh,n,5,1,1
200,buat,v,1,1,1
200,contoh,n,5,1,1
201,buat,v,1,1,1
201,contoh,n,5,1,1
202,buat,v,1,1,1
202,contoh,n,5,1,1
204,murah,adj,2,4,0
204,harga,n,1,0,0
205,buat,v,1,1,1
205,contoh,n,5,1,1
206,buat,v,1,1,1
206,contoh,n,5,1,1
207,buat,v,1,1,1
207,contoh,n,5,1,1
208,mati,v,1,4,1
208,isi,n,1,0,1
209,buat,v,1,1,1
209,contoh,n,5,1,1
210,buat,v,1,1,1
210,contoh,n,5,1,1
212,buat,v,1,1,1
212,contoh,n,5,1,1
214,buat,v,1,1,1
214,contoh,n,5,1,1
215,buat,v,1,1,1
215,contoh,n,5,1,1
216,buat,v,1,1,1
216,contoh,n,5,1,1
218,buat,v,1,1,1
218,contoh,n,5,1,1
219,buat,v,1,1,1
219,contoh,n,5,1,1
220,buat,v,1,1,1
220,contoh,n,5,1,1
221,buat,v,1,1,1
221,contoh,n,5,1,1
222,buat,v,1,1,1
222,contoh,n,5,1,1
224,buat,v,1,1,1
224,contoh,n,5,1,1
225,buat,v,1,1,1
225,contoh,n,5,1,1
226,buat,v,1,1,1
226,contoh,n,5,1,1
227,buat,v,1,1,1
227,contoh,n,5,1,1
228,buat,v,1,1,1
228,contoh,n,5,1,1
229,buat,v,1,1,1
229,contoh,n,5,1,1
230,buat,v,1,1,1
230,contoh,n,5,1,1
231,buat,v,1,1,1
231,contoh,n,5,1,1
233,buat,v,1,1,1
233,contoh,n,5,1,1
234,buat,v,1,1,1
234,contoh,n,5,1,1
235,buat,v,1,1,1
235,contoh,n,5,1,1
236,buat,v,1,1,1
236,contoh,n,5,1,1
237,murah,adj,2,4,0
237,harga,n,1,0,0
238,murah,adj,2,4,0
238,harga,n,1,0,0
239,murah,adj,2,4,0
239,harga,n,1,0,0
240,benar,adj,11,0,0
240,lindung,v,0,1,0
242,waktu,n,4,1,0
242,kek,n,0,1,0
243,lemah,adj,4,13,0
243,bolak,adj,0,1,0
243,lempar,v,1,0,0
244,maaf,n,0,1,0
244,lambat,adj,0,3,0
245,sumpah,n,1,2,0
245,bingung,adj,0,6,0
245,kasar,adj,6,17,0
246,tanggal,v,1,0,0
247,lambat,adj,0,3,0
247,sibuk,adj,5,0,0
250,sadar,adj,1,0,0
251,cek,n,2,0,0
251,privasi,n,2,0,0
252,buang,v,1,4,0
252,hulu,n,0,1,0
253,maaf,n,0,1,0
253,nyaman,adj,3,1,0
253,kena,v,0,1,0
253,sebab,n,3,1,0
254,nama,n,1,0,0
254,lengkap,adj,3,0,0
255,nyata,adj,22,1,0
256,lambat,adj,0,3,0
256,mati,v,1,4,0
256,serang,v,0,3,0
256,tolong,v,5,0,0
256,baik,adj,12,0,0
257,maaf,n,0,1,0
258,maaf,n,0,1,0
258,nyaman,adj,3,1,0
260,aman,adj,6,4,0
261,baru,adj,6,5,0
262,kerja,n,3,1,0
262,mati,v,1,4,0
263,aman,adj,6,4,0
263,proses,n,0,1,0
264,nyata,adj,22,1,0
265,murah,adj,2,4,0
265,harga,n,1,0,0
266,siap,v,2,0,0
268,nama,n,1,0,0
268,lengkap,adj,3,0,0
268,tempat,n,2,1,0
268,tanggal,v,1,0,0
268,mas,n,0,1,0
269,bambang,adj,2,0,0
269,maaf,n,0,1,0
269,nyaman,adj,3,1,0
270,kek,n,0,1,0
270,mati,v,1,4,0
270,mati,v,1,4,0
272,tukar,v,1,1,0
273,tukar,v,1,1,0
275,murah,adj,2,4,0
275,harga,n,1,0,0
276,murah,adj,2,4,0
276,harga,n,1,0,0
277,murah,adj,2,4,0
277,harga,n,1,0,0
278,not,n,1,1,0
279,privasi,n,2,0,0
279,jaga,v,4,4,0
279,cek,n,2,0,0
281,lambat,adj,0,3,0
282,tukar,v,1,1,0
283,tukar,v,1,1,0
284,tukar,v,1,1,0
285,tukar,v,1,1,0
286,tukar,v,1,1,0
287,hasil,n,3,2,0
288,tolong,v,5,0,0
289,lambat,adj,0,3,0
292,murah,adj,2,4,0
292,harga,n,1,0,0
293,proses,n,0,1,0
293,cepat,adj,9,3,0
293,harga,n,1,0,0
293,murah,adj,2,4,0
294,utas,adj,1,0,0
294,bebas,v,2,0,0
295,maaf,n,0,1,0
295,cek,n,2,0,0
295,rekan,n,1,0,0
296,sakit,adj,0,6,0
296,rindu,adj,0,1,0
297,maaf,n,0,1,0
298,tolong,v,5,0,0
298,aplikasi,n,1,0,0
299,not,n,1,1,0
300,utas,adj,1,0,0
300,bebas,v,2,0,0
301,maaf,n,0,1,0
301,nama,n,1,0,0
302,baik,adj,12,0,0
302,percaya,v,5,1,0
303,buruk,adj,0,18,0
303,harga,n,1,0,0
303,mahal,adj,3,1,0
303,kualitas,n,3,0,0
303,sampah,n,3,1,0
304,goblok,adj,0,2,1
305,proses,n,0,1,0
305,cepat,adj,9,3,0
305,harga,n,1,0,0
305,murah,adj,2,4,0
306,baik,adj,12,0,0
306,ada,v,5,0,0
306,lawan,n,0,1,0
307,proses,n,0,1,0
307,cepat,adj,9,3,0
307,harga,n,1,0,0
307,murah,adj,2,4,0
310,proses,n,0,1,0
310,cepat,adj,9,3,0
310,harga,n,1,0,0
310,murah,adj,2,4,0
311,murah,adj,2,4,0
311,harga,n,1,0,0
313,balas,v,0,1,0
313,sama,v,1,0,0
313,dasar,n,3,3,0
314,proses,n,0,1,0
314,cepat,adj,9,3,0
314,harga,n,1,0,0
314,murah,adj,2,4,0
315,masuk,v,1,0,0
315,balas,v,0,1,0
316,proses,n,0,1,0
316,cepat,adj,9,3,0
316,harga,n,1,0,0
316,murah,adj,2,4,0
317,murah,adj,2,4,0
317,harga,n,1,0,0
319,kasih,n,4,0,0
320,murah,adj,2,4,0
320,harga,n,1,0,0
321,murah,adj,2,4,0
321,harga,n,1,0,0
322,maaf,n,0,1,0
322,aplikasi,n,1,0,0
324,murah,adj,2,4,0
324,harga,n,1,0,0
325,kali,n,1,0,0
325,tipu,n,1,2,0
326,maaf,n,0,1,0
327,murah,adj,2,4,0
327,harga,n,1,0,0
328,mati,v,1,4,1
328,lampu,n,5,2,1
328,enak,adj,10,1,1
330,sial,adj,0,3,1
332,maaf,n,0,1,0
332,lambat,adj,0,3,0
333,mahal,adj,3,1,0
333,buruk,adj,0,18,0
335,cek,n,2,0,0
336,lambat,adj,0,3,0
336,parah,adj,1,4,0
337,proses,n,0,1,0
337,cepat,adj,9,3,0
337,harga,n,1,0,0
337,murah,adj,2,4,0
338,murah,adj,2,4,0
338,harga,n,1,0,0
339,proses,n,0,1,0
339,cepat,adj,9,3,0
339,harga,n,1,0,0
339,murah,adj,2,4,0
340,proses,n,0,1,0
340,cepat,adj,9,3,0
340,harga,n,1,0,0
340,murah,adj,2,4,0
341,proses,n,0,1,0
341,cepat,adj,9,3,0
341,harga,n,1,0,0
341,murah,adj,2,4,0
342,proses,n,0,1,0
342,cepat,adj,9,3,0
342,harga,n,1,0,0
342,murah,adj,2,4,0
343,proses,n,0,1,0
343,cepat,adj,9,3,0
343,harga,n,1,0,0
343,murah,adj,2,4,0
345,proses,n,0,1,0
345,cepat,adj,9,3,0
345,harga,n,1,0,0
345,murah,adj,2,4,0
347,proses,n,0,1,0
347,cepat,adj,9,3,0
347,harga,n,1,0,0
347,murah,adj,2,4,0
348,proses,n,0,1,0
348,cepat,adj,9,3,0
348,harga,n,1,0,0
348,murah,adj,2,4,0
349,utama,adj,12,1,1
349,tinggal,v,2,1,1
350,mahal,adj,3,1,0
350,murah,adj,2,4,0
351,tolong,v,5,0,0
351,manusiawi,adj,0,1,0
352,liat,adj,1,4,0
354,baca,v,1,0,0
355,maaf,n,0,1,0
355,tipu,n,1,2,0
356,maaf,n,0,1,0
356,isi,n,1,0,0
356,cek,n,2,0,0
357,kali,n,1,0,1
358,sumpah,n,1,2,1
358,lambat,adj,0,3,1
359,maaf,n,0,1,0
359,panggil,v,4,1,0
360,isi,n,1,0,0
360,gagal,v,0,11,0
360,aktif,adj,6,2,0
361,maaf,n,0,1,0
361,tanda,n,4,2,0
361,pagar,n,0,1,0
362,jasa,n,1,0,0
362,tukar,v,1,1,0
362,ubah,v,0,1,0
362,simpati,n,1,4,0
364,aplikasi,n,1,0,0
365,suka,adj,3,1,1
365,biasa,adj,12,12,1
367,proses,n,0,1,0
367,cepat,adj,9,3,0
367,harga,n,1,0,0
367,murah,adj,2,4,0
368,tunggu,v,0,1,0
368,balas,v,0,1,0
369,jadi,v,1,1,0
371,maaf,n,0,1,0
371,aplikasi,n,1,0,0
371,ikut,v,3,1,0
372,murah,adj,2,4,0
372,harga,n,1,0,0
373,cek,n,2,0,0
375,sabar,adj,3,0,1
375,uji,n,1,0,1
377,cek,n,2,0,0
377,privasi,n,2,0,0
378,proses,n,0,1,0
378,cepat,adj,9,3,0
378,harga,n,1,0,0
378,murah,adj,2,4,0
379,maaf,n,0,1,0
379,nyaman,adj,3,1,0
379,kena,v,0,1,0
379,sebab,n,3,1,0
379,lambat,adj,0,3,0
382,proses,n,0,1,0
382,cepat,adj,9,3,0
382,harga,n,1,0,0
382,murah,adj,2,4,0
383,murah,adj,2,4,0
383,harga,n,1,0,0
384,proses,n,0,1,0
384,cepat,adj,9,3,0
384,harga,n,1,0,0
384,murah,adj,2,4,0
385,maaf,n,0,1,0
386,bom,n,0,1,0
386,kali,n,1,0,0
387,aktif,adj,6,2,0
387,set,n,1,0,0
388,mati,v,1,4,0
388,lampu,n,5,2,0
388,mati,v,1,4,0
388,jelek,adj,1,2,0
389,mas,n,0,1,0
389,maaf,n,0,1,0
389,nyaman,adj,3,1,0
389,aktif,adj,6,2,0
390,buka,v,1,2,1
391,siap,v,2,0,0
392,muncul,v,3,2,0
393,pasti,adj,6,6,0
393,kenan,v,0,1,0
393,tunggu,v,0,1,0
395,murah,adj,2,4,0
395,harga,n,1,0,0
396,cari,v,1,0,1
396,simpati,n,1,4,1
397,ganggu,v,0,3,0
399,baik,adj,12,0,0
399,rapat,adj,3,1,0
400,sisa,n,0,1,1
400,pas,n,1,0,1
400,buka,v,1,2,1
401,maaf,n,0,1,0
401,lancar,adj,2,2,0
403,kasih,n,4,0,0
404,murah,adj,2,4,0
404,harga,n,1,0,0
405,mohon,v,1,0,0
405,kenan,v,0,1,0
405,tunggu,v,0,1,0
405,padat,adj,3,2,0
406,cepat,adj,9,3,1
406,buat,v,1,1,1
406,main,v,3,0,1
406,lancar,adj,2,2,1
407,maaf,n,0,1,0
407,migrasi,n,0,1,0
407,aktif,adj,6,2,0
407,nama,n,1,0,0
407,lengkap,adj,3,0,0
407,tempat,n,2,1,0
408,maaf,n,0,1,0
408,status,n,1,1,0
408,proses,n,0,1,0
408,kenan,v,0,1,0
409,agen,n,1,0,0
409,percaya,v,5,1,0
410,tolong,v,5,0,0
410,cek,n,2,0,0
410,kasih,n,4,0,0
411,betul,adj,8,1,0
411,harga,n,1,0,0
411,murah,adj,2,4,0
412,awal,n,1,0,0
412,efektif,adj,3,0,0
413,tenggelam,v,1,3,0
414,betul,adj,8,1,0
414,harga,n,1,0,0
414,murah,adj,2,4,0
415,ada,v,5,0,1
415,murah,adj,2,4,1
416,proses,n,0,1,0
416,masuk,v,1,0,0
417,tolong,v,5,0,0
417,abai,adj,0,1,0
418,murah,adj,2,4,0
418,harga,n,1,0,0
420,maaf,n,0,1,0
420,mahal,adj,3,1,0
420,besar,adj,6,4,0
420,keluar,v,2,2,0
421,cek,n,2,0,0
422,murah,adj,2,4,0
422,harga,n,1,0,0
423,cek,n,2,0,0
423,nama,n,1,0,0
423,lengkap,adj,3,0,0
424,sabar,adj,3,0,0
424,bu,n,1,0,0
424,sabar,adj,3,0,0
425,susah,adj,2,10,1
426,murah,adj,2,4,0
426,harga,n,1,0,0
427,resmi,adj,0,1,0
429,murah,adj,2,4,0
429,harga,n,1,0,0
430,ganggu,v,0,3,0
431,cek,n,2,0,1
432,bagus,adj,12,0,1
433,biasa,adj,12,12,0
433,mahal,adj,3,1,0
433,relatif,adj,0,1,0
434,baik,adj,12,0,0
434,raja,n,2,1,0
434,ada,v,5,0,0
435,panggil,v,4,1,0
435,raja,n,2,1,0
436,privasi,n,2,0,0
436,jaga,v,4,4,0
437,mohon,v,1,0,0
437,maaf,n,0,1,0
438,ada,v,5,0,0
439,mohon,v,1,0,0
440,baik,adj,12,0,0
440,mohon,v,1,0,0
440,kenan,v,0,1,0
440,tunggu,v,0,1,0
441,kasih,n,4,0,1
441,mohon,v,1,0,1
441,cek,n,2,0,1
442,bobrok,adj,0,2,0
443,sama,v,1,0,0
444,sama,v,1,0,1
444,sama,v,1,0,1
444,minta,v,2,0,1
445,kasih,n,4,0,0
446,ibu,n,1,0,0
446,mohon,v,1,0,0
446,maaf,n,0,1,0
447,maaf,n,0,1,0
447,kena,v,0,1,0
448,ramai,adj,4,1,1
448,lancar,adj,2,2,1
449,aman,adj,6,4,0
449,proses,n,0,1,0
451,murah,adj,2,4,0
451,harga,n,1,0,0
452,murah,adj,2,4,0
452,harga,n,1,0,0
453,ban,n,1,0,0
454,maaf,n,0,1,0
454,nyaman,adj,3,1,0
454,lambat,adj,0,3,0
455,murah,adj,2,4,0
455,harga,n,1,0,0
456,proses,n,0,1,0
456,cepat,adj,9,3,0
456,harga,n,1,0,0
456,murah,adj,2,4,0
457,lambat,adj,0,3,0
457,wilayah,n,3,1,0
458,selamat,adj,3,2,1
458,malam,n,0,1,1
459,proses,n,0,1,0
459,cepat,adj,9,3,0
459,harga,n,1,0,0
459,murah,adj,2,4,0
461,proses,n,0,1,0
461,cepat,adj,9,3,0
461,harga,n,1,0,0
461,murah,adj,2,4,0
462,lupa,v,1,1,0
462,semangat,n,15,2,0
463,proses,n,0,1,0
463,cepat,adj,9,3,0
463,harga,n,1,0,0
463,murah,adj,2,4,0
464,maaf,n,0,1,0
464,nyaman,adj,3,1,0
464,lemah,adj,4,13,0
465,alamat,n,0,1,0
465,privasi,n,2,0,0
466,stabil,adj,1,3,0
468,sayang,adj,3,1,0
469,liat,adj,1,4,0
471,vaksin,n,0,1,0
472,maaf,n,0,1,0
472,nyaman,adj,3,1,0
472,mohon,v,1,0,0
473,parah,adj,1,4,1
474,proses,n,0,1,0
474,cepat,adj,9,3,0
474,harga,n,1,0,0
474,murah,adj,2,4,0
475,sama,v,1,0,0
475,gambar,n,2,0,0
476,tanggal,v,1,0,0
476,jadi,v,1,1,0
476,alamat,n,0,1,0
477,liat,adj,1,4,0
477,lemah,adj,4,13,0
477,tenang,adj,10,8,0
479,maaf,n,0,1,0
479,nyaman,adj,3,1,0
480,biasa,adj,12,12,0
480,susah,adj,2,10,0
481,tiket,n,1,0,0
481,bukti,n,4,0,0
482,maaf,n,0,1,0
482,balas,v,0,1,0
482,proses,n,0,1,0
482,migrasi,n,0,1,0
483,daerah,n,4,2,0
484,aktif,adj,6,2,0
485,jasa,n,1,0,1
485,kaos,n,1,0,1
485,promosi,n,1,0,1
487,susah,adj,2,10,0
488,murah,adj,2,4,1
488,sistem,n,2,1,1
488,proses,n,0,1,1
488,cepat,adj,9,3,1
490,proses,n,0,1,0
490,cepat,adj,9,3,0
490,harga,n,1,0,0
490,murah,adj,2,4,0
491,cek,n,2,0,0
492,mohon,v,1,0,0
492,kenan,v,0,1,0
492,tunggu,v,0,1,0
492,padat,adj,3,2,0
493,maaf,n,0,1,0
493,nyaman,adj,3,1,0
493,agar,k,1,0,0
493,cek,n,2,0,0
493,rekan,n,1,0,0
494,malang,adj,0,6,0
498,isi,n,1,0,0
498,aktif,adj,6,2,0
499,jasa,n,1,0,0
500,nama,n,1,0,0
500,lolos,v,0,1,0
501,siap,v,2,0,0
501,mohon,v,1,0,0
501,kenan,v,0,1,0
501,tunggu,v,0,1,0
503,musuh,n,0,1,1
504,hore,i,0,1,0
504,lupa,v,1,1,0
504,sahabat,n,5,0,0
505,cek,n,2,0,0
506,selamat,adj,3,2,0
507,proses,n,0,1,0
507,cepat,adj,9,3,0
507,harga,n,1,0,0
507,murah,adj,2,4,0
508,proses,n,0,1,0
508,cepat,adj,9,3,0
508,harga,n,1,0,0
508,murah,adj,2,4,0
509,proses,n,0,1,0
509,cepat,adj,9,3,0
509,harga,n,1,0,0
509,murah,adj,2,4,0
510,proses,n,0,1,0
510,cepat,adj,9,3,0
511,tukar,v,1,1,0
512,tukar,v,1,1,0
513,tukar,v,1,1,0
514,tukar,v,1,1,0
515,tukar,v,1,1,0
516,tukar,v,1,1,0
519,agen,n,1,0,0
519,baru,adj,6,5,0
520,maaf,n,0,1,0
520,nyaman,adj,3,1,0
520,jadi,v,1,1,0
521,siap,v,2,0,0
522,cek,n,2,0,0
524,cek,n,2,0,0
527,proses,n,0,1,0
527,cepat,adj,9,3,0
527,harga,n,1,0,0
527,murah,adj,2,4,0
528,baik,adj,12,0,0
528,dasar,n,3,3,0
528,harga,n,1,0,0
529,maaf,n,0,1,0
529,stabil,adj,1,3,0
529,manual,adj,0,1,0
530,khusus,adj,1,1,0
530,rindu,adj,0,1,0
530,rapuh,adj,0,7,0
531,daerah,n,4,2,0
531,masalah,n,2,7,0
533,malang,adj,0,6,0
533,tempat,n,2,1,0
535,baik,adj,12,0,0
537,cek,n,2,0,0
538,dalam,adj,5,0,1
538,pasang,n,1,0,1
538,pasang,n,1,0,1
538,kasih,n,4,0,1
538,besar,adj,6,4,1
539,masuk,v,1,0,0
539,aman,adj,6,4,0
539,susah,adj,2,10,0
541,kenan,v,0,1,0
541,tunggu,v,0,1,0
542,maaf,n,0,1,0
542,agar,k,1,0,0
543,tolong,v,5,0,0
543,cek,n,2,0,0
545,maaf,n,0,1,0
545,tukar,v,1,1,0
546,maaf,n,0,1,0
548,masuk,v,1,0,0
549,buka,v,1,2,1
549,aplikasi,n,1,0,1
550,baik,adj,12,0,0
550,mohon,v,1,0,0
550,tunggu,v,0,1,0
551,cek,n,2,0,0
551,aplikasi,n,1,0,0
551,pil,n,1,0,0
552,cek,n,2,0,0
553,kali,n,1,0,0
554,aplikasi,n,1,0,0
554,hasil,n,3,2,0
555,susah,adj,2,10,0
555,masuk,v,1,0,0
555,masuk,v,1,0,0
556,jadi,v,1,1,0
556,pasti,adj,6,6,0
556,utama,adj,12,1,0
556,utama,adj,12,1,0
557,aplikasi,n,1,0,0
559,tolong,v,5,0,1
559,suka,adj,3,1,1
560,maaf,n,0,1,0
560,nyaman,adj,3,1,0
560,manual,adj,0,1,0
561,bonus,n,1,0,0
561,bonus,n,1,0,0
561,bonus,n,1,0,0
562,lambat,adj,0,3,0
563,baik,adj,12,0,0
563,mohon,v,1,0,0
563,tunggu,v,0,1,0
564,tukar,v,1,1,0
564,cek,n,2,0,0
565,selamat,adj,3,2,0
567,cek,n,2,0,0
568,sama,v,1,0,0
569,agar,k,1,0,0
569,akurat,adj,1,0,0
570,maaf,n,0,1,0
570,jaga,v,4,4,0
570,baik,adj,12,0,0
571,tukar,v,1,1,0
572,potong,n,1,1,0
572,kali,n,1,0,0
574,baik,adj,12,0,0
575,murah,adj,2,4,0
575,harga,n,1,0,0
577,bulan,n,1,0,0
580,baik,adj,12,0,0
581,ada,v,5,0,1
582,stop,n,1,0,0
582,aplikasi,n,1,0,0
583,maaf,n,0,1,0
583,aplikasi,n,1,0,0
588,badut,n,1,1,0
592,maaf,n,0,1,0
592,nyaman,adj,3,1,0
592,manual,adj,0,1,0
595,boros,adj,0,1,0
595,isi,n,1,0,0
596,aktif,adj,6,2,0
596,isi,n,1,0,0
598,awal,n,1,0,1
598,naik,v,5,2,1
603,aplikasi,n,1,0,0
604,aktif,adj,6,2,0
604,isi,n,1,0,0
605,baik,adj,12,0,0
605,mohon,v,1,0,0
605,tunggu,v,0,1,0
606,privasi,n,2,0,0
606,jaga,v,4,4,0
606,cek,n,2,0,0
607,mahal,adj,3,1,1
607,fakta,n,1,0,1
608,main,v,3,0,0
608,emosi,n,2,0,0
608,stabil,adj,1,3,0
609,maaf,n,0,1,0
609,tentu,adj,4,0,0
611,jamin,v,1,1,0
612,cantik,adj,15,0,0
612,harga,n,1,0,0
